id_aluno,idade_aluno,fase,turma,ponto_de_virada,pedra,ian,ida,ieg,iaa,ips,ipp,ipv,inde,ano
pm-1318,20,8,A,,Ágata,10.0,9.7,0.0,8.75,7.5,0.0,0.0,7.26,2020-01-01
pm-1319,10,1,J,Não,Ametista,5.0,10.0,9.2,6.42,6.88,7.29,7.5,7.9,2020-01-01
pm-1323,10,1,N,Não,Ametista,5.0,10.0,9.1,9.0,4.38,7.92,8.0,8.05,2020-01-01
pm-1324,10,1,K,Não,Ametista,5.0,10.0,7.9,9.0,7.5,7.71,7.5,8.0,2020-01-01
pm-1325,13,2,M,Não,Quartzo,5.0,0.0,8.3,6.92,5.0,6.56,6.58,5.32,2020-01-01
pm-1328,10,2,G,Sim,Ametista,10.0,1.5,8.7,9.5,7.5,8.12,8.67,7.29,2020-01-01
pm-1336,14,3,R,Não,Quartzo,5.0,3.67,4.0,8.33,7.5,8.12,5.78,5.58,2020-01-01
pm-1338,10,1,D,Sim,Ametista,5.0,9.5,8.1,9.5,7.5,8.12,9.0,8.33,2020-01-01
pm-1339,14,3,E,Não,Ametista,5.0,7.67,10.0,10.0,7.5,7.5,6.94,7.92,2020-01-01
pm-1341,17,7,B,Sim,Ametista,10.0,7.17,8.9,8.75,6.88,8.12,9.21,8.43,2020-01-01
pm-1343,11,2,M,Não,Quartzo,10.0,0.0,8.0,8.0,5.0,6.25,6.58,5.84,2020-01-01
pm-1344,14,1,R,Não,Ágata,2.5,6.0,7.4,8.0,5.62,6.46,7.56,6.45,2020-01-01
pm-1347,17,7,B,Não,Ágata,10.0,4.67,8.1,9.17,6.88,7.34,6.33,7.16,2020-01-01
pm-1348,13,3,R,Sim,Ametista,10.0,6.33,7.1,7.92,6.88,8.54,9.11,7.84,2020-01-01
pm-1,12,2,G,Não,Ametista,5.0,8.8,6.3,7.5,6.9,7.7,8.1,7.32,2021-01-01
pm-3,13,3,F,Não,Ametista,10.0,5.6,6.9,7.1,6.3,7.3,7.2,7.02,2021-01-01
pm-5,11,2,L,Não,Ametista,10.0,5.4,7.5,7.4,7.5,8.5,7.4,7.4,2021-01-01
pm-8,15,5,L,Não,Topázio,10.0,7.1,8.6,8.8,7.5,8.0,8.5,8.27,2021-01-01
pm-11,9,1,A,Sim,Topázio,10.0,8.8,10.0,9.0,6.3,7.7,9.7,8.99,2021-01-01
pm-13,,0,T,Não,Quartzo,5.0,0.8,0.0,8.0,7.5,0.0,6.0,3.41,2021-01-01
pm-17,14,1,G,Não,Ágata,5.0,2.6,4.2,9.5,7.5,8.4,8.8,6.14,2021-01-01
pm-18,15,4,F,Não,Ágata,5.0,5.3,3.3,10.0,6.3,7.7,5.2,5.67,2021-01-01
pm-19,,2,C,Não,Ágata,5.0,4.6,6.3,9.0,7.5,7.7,8.3,6.75,2021-01-01
pm-28,14,4,G,Sim,Topázio,10.0,8.8,9.2,8.3,7.5,9.4,9.9,9.08,2021-01-01
pm-29,,3,D,Não,Ágata,5.0,3.8,5.3,9.6,7.5,7.5,7.9,6.34,2021-01-01
pm-34,13,2,C,Não,Ágata,5.0,5.5,2.9,6.9,7.5,7.7,8.7,6.13,2021-01-01
pm-35,19,7,A,Sim,Topázio,5.0,8.2,9.4,9.2,7.5,8.4,9.4,8.42,2021-01-01
pm-36,15,3,C,Não,Ágata,5.0,4.7,6.4,8.3,3.8,7.3,7.9,6.25,2021-01-01
pm-37,11,2,N,Não,Ágata,10.0,6.5,5.4,0.0,6.9,7.5,6.7,6.15,2021-01-01
pm-38,,3,L,Não,Ágata,10.0,5.1,6.9,3.8,7.5,7.5,7.8,6.85,2021-01-01
pm-40,,5,B,Não,Ametista,5.0,6.0,7.8,9.2,7.5,8.3,8.0,7.33,2021-01-01
pm-41,12,2,C,Não,Ágata,5.0,6.8,5.0,0.0,7.5,7.5,8.8,6.1,2021-01-01
pm-42,,0,J,Não,Ágata,10.0,4.0,6.7,10.0,7.5,7.2,6.0,6.8,2021-01-01
pm-46,9,0,P,Não,Topázio,10.0,6.9,10.0,8.5,7.5,8.1,8.4,8.47,2021-01-01
pm-47,,1,A,Não,Ágata,5.0,4.0,6.3,8.5,7.5,7.5,5.8,6.06,2021-01-01
pm-51,9,1,F,Não,Ametista,10.0,5.4,9.2,9.0,7.5,7.7,8.6,8.05,2021-01-01
pm-54,,3,B,Não,Ágata,10.0,4.1,5.8,7.5,7.5,7.3,5.8,6.39,2021-01-01
pm-55,18,7,A,Sim,Ametista,5.0,7.6,8.9,9.6,8.1,8.1,9.2,8.22,2021-01-01
pm-56,,6,A,Não,Ágata,5.0,5.5,7.5,8.8,5.6,7.8,7.2,6.78,2021-01-01
pm-57,17,7,A,Não,Ametista,10.0,6.0,6.9,8.3,6.3,7.7,7.0,7.21,2021-01-01
pm-60,18,6,C,Não,Ametista,5.0,6.1,7.5,7.9,6.9,7.2,7.7,6.96,2021-01-01
pm-61,11,1,M,Não,Quartzo,5.0,0.0,1.3,0.0,5.6,6.9,5.1,3.02,2021-01-01
pm-62,13,2,L,Não,Ágata,5.0,3.1,4.6,8.5,7.5,8.1,6.2,5.7,2021-01-01
pm-65,,0,R,Sim,Topázio,5.0,6.9,10.0,10.0,7.5,8.1,10.0,8.44,2021-01-01
pm-66,,2,E,Não,Ágata,5.0,5.9,6.3,8.0,7.5,8.5,7.7,6.88,2021-01-01
pm-67,,1,J,Não,Quartzo,5.0,1.1,3.3,7.4,7.5,8.3,6.1,4.94,2021-01-01
pm-71,11,0,J,,,5.0,3.6,0.0,7.4,5.0,0.0,0.0,,2021-01-01
pm-75,12,4,L,Sim,Topázio,10.0,8.5,9.2,10.0,7.5,8.8,9.7,9.11,2021-01-01
pm-76,8,1,B,Sim,Topázio,10.0,7.6,10.0,10.0,7.5,7.5,9.2,8.87,2021-01-01
pm-77,,0,J,Não,Ametista,5.0,6.4,10.0,9.5,7.5,7.5,8.1,7.85,2021-01-01
pm-78,11,1,B,Não,Ágata,5.0,2.6,9.2,8.9,7.5,7.3,5.6,6.34,2021-01-01
pm-81,16,5,L,Não,Ágata,5.0,6.5,5.8,6.3,2.5,8.1,7.7,6.19,2021-01-01
pm-83,15,5,B,Não,Ágata,10.0,3.0,6.4,6.7,3.8,7.3,6.7,5.99,2021-01-01
pm-84,9,1,A,Não,Ametista,10.0,6.8,10.0,3.5,7.5,7.5,8.3,7.87,2021-01-01
pm-85,10,0,P,Não,Ágata,5.0,6.9,6.7,9.5,6.3,4.7,7.0,6.65,2021-01-01
pm-87,15,5,L,Não,Ametista,10.0,7.8,7.8,7.9,7.5,8.1,7.7,8.0,2021-01-01
pm-88,12,2,D,Sim,Ametista,5.0,7.4,9.6,9.5,6.3,8.1,9.1,8.1,2021-01-01
pm-90,15,4,L,Não,Ágata,5.0,4.6,5.0,7.1,7.5,7.2,7.0,5.99,2021-01-01
pm-91,11,2,H,Não,Quartzo,10.0,2.2,0.0,9.5,7.5,5.6,2.5,4.2,2021-01-01
pm-93,,0,L,Não,Ágata,10.0,5.1,4.2,8.0,7.5,6.6,5.9,6.25,2021-01-01
pm-94,13,4,F,Não,Ágata,10.0,4.6,3.6,7.5,7.5,7.3,5.2,5.92,2021-01-01
pm-95,16,4,F,Não,Quartzo,5.0,1.3,5.6,8.3,7.5,6.9,4.1,4.96,2021-01-01
pm-97,13,2,D,Não,Ágata,5.0,5.8,5.8,8.0,7.5,7.5,6.0,6.32,2021-01-01
pm-98,,3,D,Não,Ametista,5.0,6.3,6.4,9.2,7.5,7.5,7.5,6.95,2021-01-01
pm-100,13,1,M,Não,Quartzo,5.0,0.0,0.0,8.5,3.8,6.3,3.8,3.12,2021-01-01
pm-102,10,1,J,Não,Ágata,5.0,4.8,7.5,6.3,7.5,7.9,7.8,6.7,2021-01-01
pm-103,9,1,F,Não,Ametista,10.0,6.2,8.8,9.5,6.3,7.9,8.6,8.08,2021-01-01
pm-104,,0,J,Não,Ametista,10.0,6.4,10.0,9.0,7.5,7.2,6.8,8.01,2021-01-01
pm-105,14,4,E,Não,Quartzo,10.0,2.8,1.1,10.0,7.5,6.7,3.7,4.96,2021-01-01
pm-106,11,1,N,Sim,Ametista,5.0,7.9,7.9,10.0,7.5,8.3,10.0,8.24,2021-01-01
pm-109,,6,A,Não,Ametista,5.0,7.8,6.7,7.5,7.5,8.4,8.2,7.36,2021-01-01
pm-111,15,4,L,Não,Ametista,5.0,6.0,8.1,8.3,7.5,8.4,7.4,7.22,2021-01-01
pm-112,15,4,F,Não,Ágata,5.0,6.2,3.1,9.2,6.9,7.7,6.9,6.1,2021-01-01
pm-113,12,2,K,Não,Ágata,5.0,4.6,7.1,9.5,7.5,8.1,6.6,6.66,2021-01-01
pm-117,11,2,N,Não,Ametista,10.0,7.1,7.1,8.5,7.5,8.3,7.6,7.77,2021-01-01
pm-118,9,1,B,Não,Topázio,10.0,6.9,9.6,8.5,7.5,7.5,8.2,8.3,2021-01-01
pm-120,10,1,A,Não,Ametista,5.0,6.1,8.3,8.5,7.5,7.5,6.8,7.1,2021-01-01
pm-124,,0,T,Sim,Topázio,10.0,6.1,8.3,9.0,7.5,8.1,9.7,8.28,2021-01-01
pm-125,11,2,P,Não,Ágata,10.0,4.6,4.6,6.3,7.5,7.9,7.2,6.46,2021-01-01
pm-126,,0,P,Não,Ágata,5.0,4.5,4.2,9.0,7.5,7.2,7.3,6.07,2021-01-01
pm-127,,1,A,Não,Ametista,5.0,5.6,7.1,10.0,7.5,7.5,6.9,6.91,2021-01-01
pm-128,10,0,I,Não,Quartzo,5.0,4.0,6.7,7.9,4.4,2.5,5.6,5.23,2021-01-01
pm-129,,2,H,Não,Ágata,10.0,4.6,4.2,7.4,7.5,7.2,4.3,5.82,2021-01-01
pm-133,11,1,F,Não,Ametista,5.0,7.1,9.6,9.5,7.5,7.7,8.4,7.99,2021-01-01
pm-135,10,1,A,Não,Ágata,5.0,3.6,4.2,9.5,6.3,6.9,7.3,5.79,2021-01-01
pm-137,,0,R,Não,Ágata,5.0,5.3,5.8,8.0,7.5,5.0,6.2,6.01,2021-01-01
pm-143,,3,H,Não,Ágata,10.0,4.3,4.4,7.9,6.3,7.5,6.8,6.28,2021-01-01
pm-149,17,7,A,Sim,Topázio,10.0,7.4,8.1,8.8,6.9,8.3,9.4,8.36,2021-01-01
pm-151,12,2,J,Sim,Topázio,5.0,9.1,9.6,9.5,8.1,10.0,10.0,9.0,2021-01-01
pm-152,12,3,B,Sim,Topázio,10.0,8.0,8.3,8.8,7.5,8.3,9.8,8.67,2021-01-01
pm-153,14,4,F,Sim,Topázio,10.0,7.5,7.5,10.0,7.5,8.0,9.0,8.36,2021-01-01
pm-154,11,1,N,Não,Quartzo,5.0,1.5,2.9,9.5,7.5,8.1,6.3,5.16,2021-01-01
pm-155,,6,C,Não,Quartzo,5.0,3.4,5.3,7.1,0.0,8.1,6.6,5.08,2021-01-01
pm-156,13,3,J,Não,Ametista,10.0,7.3,7.8,7.5,6.3,8.3,8.8,7.98,2021-01-01
pm-158,15,4,F,Não,Ágata,5.0,4.5,6.1,8.3,6.9,6.9,6.1,6.06,2021-01-01
pm-159,,0,O,Sim,Ametista,5.0,6.1,10.0,9.0,7.5,8.1,9.3,8.02,2021-01-01
pm-162,11,1,B,Não,Ametista,5.0,6.6,10.0,8.5,7.5,7.5,6.8,7.53,2021-01-01
pm-164,11,2,C,Não,Ametista,10.0,5.9,5.8,9.5,7.5,7.5,6.7,7.12,2021-01-01
pm-165,12,1,R,Não,Ametista,5.0,7.3,7.5,10.0,7.5,8.3,7.7,7.58,2021-01-01
pm-167,,1,A,Não,Ametista,5.0,5.8,9.2,10.0,7.5,7.5,8.3,7.64,2021-01-01
pm-168,12,2,R,Não,Quartzo,5.0,2.5,1.7,0.0,5.6,7.5,4.4,3.52,2021-01-01
pm-169,9,0,I,Não,Ametista,5.0,6.1,10.0,8.5,4.4,5.3,6.8,6.9,2021-01-01
pm-171,,3,A,Sim,Ametista,5.0,7.5,8.9,8.8,7.5,8.3,9.0,8.04,2021-01-01
pm-173,17,5,F,Não,Ágata,5.0,4.9,6.7,9.6,5.0,7.7,7.5,6.53,2021-01-01
pm-176,,2,I,Não,Ágata,5.0,4.3,6.3,7.5,5.0,6.7,5.7,5.67,2021-01-01
pm-177,,0,L,Não,Ametista,10.0,4.6,8.3,9.0,7.5,6.9,6.3,7.2,2021-01-01
pm-184,10,2,I,Não,Ametista,10.0,5.6,9.2,8.5,7.5,7.5,8.0,7.9,2021-01-01
pm-185,,0,M,Não,Ametista,10.0,5.4,10.0,8.0,7.5,7.2,7.8,7.91,2021-01-01
pm-188,14,3,C,Não,Ágata,5.0,4.7,5.8,7.1,7.5,8.1,7.8,6.44,2021-01-01
pm-193,14,3,F,Sim,Ametista,5.0,7.7,10.0,9.2,5.6,7.9,9.6,8.22,2021-01-01
pm-197,13,3,G,Não,Ametista,10.0,6.0,7.2,8.3,7.5,8.1,8.6,7.75,2021-01-01
pm-200,14,4,F,Não,Quartzo,10.0,3.3,1.7,7.5,6.9,6.7,3.5,4.79,2021-01-01
pm-201,15,4,L,Não,Ágata,5.0,6.4,5.6,5.8,0.0,8.3,6.7,5.64,2021-01-01
pm-206,17,7,A,Não,Quartzo,10.0,2.0,4.2,8.8,0.0,7.7,6.3,5.14,2021-01-01
pm-207,,3,H,Não,Quartzo,5.0,5.3,3.9,8.3,6.9,7.5,4.4,5.5,2021-01-01
pm-208,12,2,D,Não,Ágata,5.0,4.5,6.3,7.0,7.5,7.5,8.0,6.45,2021-01-01
pm-209,10,1,N,Sim,Ametista,5.0,4.2,7.9,8.5,7.5,8.1,9.2,7.17,2021-01-01
pm-212,9,0,M,Não,Ágata,5.0,4.3,8.3,9.5,5.0,2.5,4.7,5.66,2021-01-01
pm-213,13,3,C,Não,Topázio,10.0,7.5,9.4,9.6,7.5,8.8,8.9,8.76,2021-01-01
pm-217,10,1,G,Não,Ametista,5.0,7.1,8.8,8.5,7.5,8.1,8.4,7.76,2021-01-01
pm-218,,0,T,Sim,Topázio,10.0,6.9,10.0,9.5,7.5,8.1,9.7,8.82,2021-01-01
pm-219,12,2,K,Não,Quartzo,5.0,1.9,4.2,0.0,6.9,8.1,4.8,4.18,2021-01-01
pm-221,,3,A,Não,Quartzo,5.0,1.8,2.8,9.2,7.5,5.8,3.9,4.44,2021-01-01
pm-225,15,5,B,Não,Ametista,10.0,6.0,6.7,8.3,6.9,7.5,6.7,7.14,2021-01-01
pm-226,12,2,G,Não,Quartzo,5.0,4.3,4.2,0.0,5.6,7.1,5.8,4.62,2021-01-01
pm-229,11,0,Q,Não,Quartzo,5.0,4.0,0.0,8.5,7.5,6.9,7.3,5.05,2021-01-01
pm-231,17,7,A,Não,Ametista,10.0,5.4,8.6,9.2,6.9,8.0,7.5,7.7,2021-01-01
pm-232,,5,B,Não,Ametista,5.0,6.7,7.2,8.3,7.5,8.3,8.2,7.33,2021-01-01
pm-235,13,3,B,Não,Ametista,10.0,6.6,6.9,9.2,5.6,7.3,8.1,7.54,2021-01-01
pm-238,14,2,H,Não,Quartzo,5.0,2.1,1.3,8.5,4.4,5.0,3.5,3.66,2021-01-01
pm-240,,3,D,Não,Ametista,10.0,6.9,6.1,8.8,7.5,7.3,8.4,7.63,2021-01-01
pm-241,12,2,I,Não,Quartzo,5.0,0.0,0.4,7.9,5.6,4.1,2.6,2.86,2021-01-01
pm-242,12,2,I,Não,Ágata,5.0,2.9,5.4,8.5,7.5,7.1,6.8,5.83,2021-01-01
pm-243,,0,O,Não,Ágata,10.0,3.2,5.0,8.5,7.5,7.5,6.8,6.35,2021-01-01
pm-246,11,1,R,Não,Ametista,5.0,4.6,8.8,9.0,5.6,8.5,7.7,7.01,2021-01-01
pm-247,,0,T,Sim,Ametista,5.0,6.8,8.3,10.0,7.5,8.1,9.7,8.01,2021-01-01
pm-249,,1,B,Não,Ágata,5.0,2.1,7.9,8.5,7.5,7.5,5.8,6.02,2021-01-01
pm-251,10,2,N,Não,Ametista,10.0,7.3,6.7,9.0,7.5,8.5,8.4,7.98,2021-01-01
pm-252,,0,M,Não,Ametista,5.0,5.9,10.0,10.0,7.5,7.2,6.6,7.47,2021-01-01
pm-258,,0,Q,Não,Ágata,5.0,5.3,10.0,7.8,7.5,2.5,4.8,6.28,2021-01-01
pm-260,,0,Q,Não,Ágata,5.0,4.5,6.7,9.5,7.5,7.5,7.8,6.75,2021-01-01
pm-261,17,4,A,Não,Ametista,2.5,5.9,7.8,9.2,7.5,8.4,7.0,6.9,2021-01-01
pm-262,16,6,C,Não,Ametista,10.0,7.7,6.9,9.2,7.5,7.8,7.7,7.9,2021-01-01
pm-263,16,6,A,Não,Ametista,10.0,6.5,7.8,7.9,7.5,8.0,7.5,7.69,2021-01-01
pm-266,10,2,B,Não,Ametista,10.0,6.8,8.3,9.0,6.3,7.5,8.0,7.89,2021-01-01
pm-267,15,4,G,Não,Ametista,5.0,8.2,8.9,9.2,6.3,8.3,8.6,8.01,2021-01-01
pm-271,,3,J,Não,Ágata,10.0,4.3,5.0,9.6,7.5,7.7,5.5,6.43,2021-01-01
pm-273,15,1,R,Não,Quartzo,5.0,0.0,2.1,9.5,7.5,6.3,4.4,4.12,2021-01-01
pm-274,17,5,A,Não,Ágata,5.0,6.1,7.8,7.1,7.5,7.7,6.9,6.88,2021-01-01
pm-275,14,3,M,Não,Ágata,5.0,3.4,5.8,8.8,6.3,6.9,6.4,5.82,2021-01-01
pm-277,13,1,E,Não,Ametista,5.0,7.8,10.0,9.5,7.5,8.5,7.8,8.18,2021-01-01
pm-282,,5,B,Sim,Topázio,5.0,8.8,9.7,9.2,7.5,8.8,9.0,8.54,2021-01-01
pm-283,,5,A,Sim,Topázio,5.0,8.7,9.4,8.8,7.5,8.8,9.5,8.53,2021-01-01
pm-288,13,3,B,Não,Ametista,10.0,7.7,7.5,8.3,7.5,7.3,8.7,8.09,2021-01-01
pm-293,15,5,F,Não,Quartzo,10.0,0.0,3.9,0.0,0.0,5.9,3.5,3.08,2021-01-01
pm-294,,0,K,Sim,Topázio,10.0,7.3,10.0,9.5,7.5,8.4,10.0,8.99,2021-01-01
pm-295,10,1,A,Não,Ágata,5.0,6.9,7.1,9.0,7.5,7.5,5.3,6.77,2021-01-01
pm-296,11,2,B,Não,Ametista,10.0,3.6,7.9,9.5,7.5,7.3,7.4,7.22,2021-01-01
pm-297,16,3,J,Não,Quartzo,2.5,2.8,3.3,8.8,5.6,7.7,6.1,4.89,2021-01-01
pm-301,10,2,J,Não,Topázio,10.0,6.3,9.2,9.0,7.5,8.5,8.4,8.29,2021-01-01
pm-303,,0,M,Não,Ametista,10.0,6.8,8.3,8.5,7.5,7.5,7.0,7.77,2021-01-01
pm-305,14,3,J,Não,Ametista,5.0,7.5,7.8,7.9,5.6,7.5,8.3,7.32,2021-01-01
pm-310,,0,L,Não,Ametista,10.0,4.6,8.3,9.0,7.5,6.6,6.3,7.16,2021-01-01
pm-312,12,2,J,Não,Ametista,5.0,7.8,9.6,9.0,4.4,8.8,8.8,7.95,2021-01-01
pm-313,9,0,P,Não,Ametista,5.0,6.3,8.3,9.5,5.0,8.1,8.4,7.38,2021-01-01
pm-315,14,5,A,Sim,Topázio,10.0,8.2,9.2,8.8,7.5,8.6,9.8,8.91,2021-01-01
pm-319,12,2,B,Não,Ametista,5.0,8.2,9.6,7.5,6.9,7.3,8.0,7.82,2021-01-01
pm-321,17,7,A,Não,Ametista,10.0,7.6,7.5,8.3,5.6,8.3,8.3,7.89,2021-01-01
pm-323,12,1,B,Não,Quartzo,5.0,3.3,7.1,7.4,4.4,3.8,4.3,4.98,2021-01-01
pm-324,17,7,A,Não,Topázio,10.0,7.9,8.1,8.3,6.9,8.3,8.6,8.25,2021-01-01
pm-331,,0,R,Sim,Topázio,10.0,7.3,10.0,9.0,7.5,8.4,9.8,8.92,2021-01-01
pm-332,13,1,G,Sim,Topázio,5.0,7.4,9.6,9.0,7.5,8.3,9.8,8.34,2021-01-01
pm-336,,0,I,Não,Ametista,5.0,6.9,10.0,9.0,6.3,7.5,6.9,7.53,2021-01-01
pm-337,15,5,B,Não,Ametista,5.0,7.3,8.1,7.5,7.5,8.8,8.5,7.66,2021-01-01
pm-339,15,3,C,Sim,Ametista,5.0,6.2,8.1,8.8,7.5,8.5,9.2,7.68,2021-01-01
pm-340,15,3,C,Sim,Ametista,5.0,7.0,8.1,8.8,7.5,8.3,9.1,7.8,2021-01-01
pm-342,12,2,B,Não,Ametista,5.0,7.6,6.7,8.5,7.5,7.5,8.4,7.39,2021-01-01
pm-343,17,5,L,Não,Ametista,5.0,6.0,8.1,8.3,6.9,8.0,7.2,7.07,2021-01-01
pm-345,9,1,F,Não,Ágata,10.0,4.2,5.0,9.5,7.5,7.7,7.3,6.76,2021-01-01
pm-346,9,1,A,Não,Quartzo,10.0,0.0,3.8,7.9,7.5,7.5,4.4,4.92,2021-01-01
pm-348,10,1,F,Não,Ametista,5.0,6.4,8.8,10.0,7.5,7.7,7.5,7.56,2021-01-01
pm-349,11,1,C,Não,Quartzo,5.0,0.4,3.3,8.0,7.5,6.9,4.6,4.41,2021-01-01
pm-352,,4,F,Não,Ágata,10.0,3.5,3.6,7.5,7.5,7.2,5.7,5.78,2021-01-01
pm-357,,3,M,Não,Ágata,10.0,5.9,5.3,8.3,7.5,7.3,6.6,6.85,2021-01-01
pm-359,11,2,E,Sim,Ametista,5.0,8.0,5.0,8.0,7.5,8.5,9.1,7.33,2021-01-01
pm-363,,0,O,Não,Ametista,10.0,6.5,8.3,10.0,7.5,7.8,8.7,8.23,2021-01-01
pm-364,10,2,A,Não,Ágata,10.0,4.7,7.5,0.0,4.4,7.1,8.6,6.31,2021-01-01
pm-365,16,6,C,Não,Ametista,10.0,6.5,6.9,9.2,5.0,6.9,7.9,7.38,2021-01-01
pm-367,14,4,F,Não,Ágata,10.0,4.8,4.4,7.9,7.5,7.0,6.5,6.39,2021-01-01
pm-370,14,3,G,Não,Ametista,5.0,9.1,8.9,7.9,6.3,9.0,8.9,8.2,2021-01-01
pm-372,13,2,E,Não,Ágata,5.0,4.9,5.4,8.0,7.5,7.5,7.4,6.36,2021-01-01
pm-373,15,4,L,Não,Quartzo,5.0,1.5,4.4,9.2,5.6,7.2,4.2,4.71,2021-01-01
pm-374,,7,A,Não,Topázio,10.0,6.4,9.4,9.6,7.5,8.1,7.9,8.28,2021-01-01
pm-375,11,2,B,Não,Topázio,10.0,8.1,10.0,9.5,7.5,7.5,8.9,8.86,2021-01-01
pm-376,,4,A,Não,Quartzo,5.0,3.9,5.8,8.8,0.0,7.7,5.7,5.22,2021-01-01
pm-377,12,3,G,Não,Ametista,10.0,4.2,7.5,8.8,5.6,7.5,7.9,7.11,2021-01-01
pm-378,16,6,C,Não,Ametista,10.0,7.7,7.8,6.7,4.4,7.8,7.3,7.44,2021-01-01
pm-379,15,4,E,Não,Quartzo,5.0,1.7,2.8,10.0,5.0,5.6,3.5,4.15,2021-01-01
pm-381,10,0,I,Não,Ametista,5.0,6.1,8.3,9.5,6.3,7.8,6.6,7.05,2021-01-01
pm-383,11,0,R,Não,Ametista,5.0,6.3,5.8,9.5,7.5,7.2,7.8,6.92,2021-01-01
pm-384,,1,C,Sim,Ametista,5.0,3.6,9.2,8.5,8.8,8.1,9.1,7.42,2021-01-01
pm-385,15,3,M,Não,Quartzo,5.0,2.6,3.9,8.8,7.5,7.3,6.4,5.44,2021-01-01
pm-387,14,3,R,Não,Ágata,5.0,6.6,5.8,7.9,5.0,7.3,5.9,6.19,2021-01-01
pm-388,13,2,C,Não,Ágata,5.0,3.8,3.8,9.5,7.5,7.5,7.7,6.01,2021-01-01
pm-389,17,6,A,Não,Ametista,5.0,9.0,8.6,8.3,6.3,9.4,8.9,8.2,2021-01-01
pm-393,12,2,F,Não,Ametista,5.0,7.4,6.7,9.0,7.5,8.1,7.4,7.26,2021-01-01
pm-394,16,4,F,Não,Ágata,5.0,5.2,5.3,7.1,6.9,7.2,6.7,6.05,2021-01-01
pm-396,16,5,A,Não,Ametista,5.0,7.2,8.1,7.9,7.5,7.7,8.7,7.59,2021-01-01
pm-397,13,3,B,Não,Quartzo,10.0,2.5,2.8,6.7,3.1,4.6,3.8,4.26,2021-01-01
pm-400,11,1,C,Não,Quartzo,5.0,1.2,3.3,0.0,5.6,7.3,5.2,3.73,2021-01-01
pm-403,,3,D,Não,Ametista,10.0,6.4,7.2,9.2,7.5,7.9,8.5,7.88,2021-01-01
pm-404,14,4,G,Não,Topázio,10.0,7.4,9.2,8.8,7.5,8.9,8.3,8.5,2021-01-01
pm-405,,0,S,Não,Ametista,10.0,6.0,8.3,8.5,7.5,7.5,7.8,7.77,2021-01-01
pm-406,11,1,A,Não,Ágata,5.0,6.4,8.3,9.0,6.9,7.5,5.4,6.87,2021-01-01
pm-407,14,4,G,Sim,Topázio,10.0,6.6,8.9,8.3,7.5,9.2,9.4,8.48,2021-01-01
pm-408,9,1,C,Não,Topázio,10.0,7.2,9.2,9.0,8.8,8.8,8.9,8.7,2021-01-01
pm-416,14,2,H,Não,Ametista,5.0,6.9,8.8,9.0,4.4,7.3,8.2,7.35,2021-01-01
pm-421,16,4,F,Não,Ágata,5.0,5.8,5.8,9.2,7.5,7.7,6.9,6.62,2021-01-01
pm-422,,0,Q,Não,Ametista,5.0,7.2,10.0,9.0,7.5,8.4,7.7,7.96,2021-01-01
pm-423,,5,F,Não,Quartzo,5.0,1.5,1.7,0.0,5.0,6.9,4.2,3.15,2021-01-01
pm-424,13,2,I,Não,Ágata,5.0,4.5,5.0,9.0,7.5,7.3,6.1,5.99,2021-01-01
pm-425,14,3,F,Não,Ágata,5.0,5.5,6.4,9.2,7.5,7.1,6.9,6.64,2021-01-01
pm-432,,0,I,Não,Quartzo,5.0,2.6,6.7,9.0,5.0,2.5,4.8,4.95,2021-01-01
pm-435,17,5,B,Não,Quartzo,5.0,3.0,4.7,6.7,0.0,7.5,3.5,4.17,2021-01-01
pm-436,,2,J,Não,Ametista,5.0,6.3,8.8,9.5,7.5,8.5,8.4,7.74,2021-01-01
pm-437,10,2,P,Não,Ágata,10.0,4.0,5.0,8.5,7.5,7.7,6.6,6.48,2021-01-01
pm-438,,5,B,Não,Ágata,5.0,2.8,5.3,9.2,7.5,7.5,6.1,5.76,2021-01-01
pm-440,,5,B,Não,Ametista,5.0,6.7,8.1,8.3,7.5,8.1,7.7,7.38,2021-01-01
pm-441,12,2,R,Não,Ametista,5.0,7.8,7.9,9.0,6.3,8.1,8.0,7.57,2021-01-01
pm-442,10,1,F,Não,Quartzo,5.0,0.7,4.2,8.5,7.5,7.5,6.8,5.19,2021-01-01
pm-444,,1,J,Não,Ágata,5.0,5.1,4.2,9.5,7.5,8.1,8.1,6.47,2021-01-01
pm-447,11,1,J,Não,Ametista,5.0,6.4,9.6,9.5,5.0,7.9,8.7,7.69,2021-01-01
pm-448,12,3,R,Não,Ametista,10.0,6.3,7.8,9.2,7.5,7.5,8.1,7.85,2021-01-01
pm-449,10,2,N,Não,Ametista,10.0,4.9,7.5,8.5,7.5,8.5,8.6,7.65,2021-01-01
pm-450,16,5,A,Não,Ametista,5.0,6.3,7.5,7.1,7.5,8.1,8.3,7.2,2021-01-01
pm-451,10,1,E,Não,Ágata,5.0,1.0,5.0,8.5,7.5,8.3,7.7,5.67,2021-01-01
pm-452,,1,G,Não,Ametista,5.0,4.8,8.8,7.0,7.5,8.1,8.3,7.12,2021-01-01
pm-455,10,2,F,Não,Ametista,10.0,4.9,7.1,8.5,7.5,7.3,7.2,7.15,2021-01-01
pm-463,13,4,G,Não,Topázio,10.0,7.0,8.3,9.6,7.5,8.8,8.2,8.29,2021-01-01
pm-465,,0,S,Não,Ametista,5.0,7.6,10.0,8.5,7.5,7.8,8.6,8.12,2021-01-01
